tracking_id,file_number,module,source_path,source_line,lean_kind,source_name,fqn,source_header
S02.D072,S02,VennDiagrams.S02_FiniteExamples,VennDiagrams/S02_FiniteExamples.lean,1225,def,comparisonConditionality,VennDiagrams.FiniteExamples.comparisonConditionality,def comparisonConditionality : StatisticalRelation ComparisonInferenceBase
S02.D073,S02,VennDiagrams.S02_FiniteExamples,VennDiagrams/S02_FiniteExamples.lean,1233,def,pA,VennDiagrams.FiniteExamples.pA,def pA : ComparisonInferenceBase × ComparisonInferenceBase :=
S02.D074,S02,VennDiagrams.S02_FiniteExamples,VennDiagrams/S02_FiniteExamples.lean,1236,def,pB,VennDiagrams.FiniteExamples.pB,def pB : ComparisonInferenceBase × ComparisonInferenceBase :=
S02.R119,S02,VennDiagrams.S02_FiniteExamples,VennDiagrams/S02_FiniteExamples.lean,1239,theorem,pA_in_comparisonSufficiency,VennDiagrams.FiniteExamples.pA_in_comparisonSufficiency,theorem pA_in_comparisonSufficiency : comparisonSufficiency pA.1 pA.2 := by
S02.R120,S02,VennDiagrams.S02_FiniteExamples,VennDiagrams/S02_FiniteExamples.lean,1249,theorem,pA_not_in_comparisonConditionality,VennDiagrams.FiniteExamples.pA_not_in_comparisonConditionality,theorem pA_not_in_comparisonConditionality :
S02.R121,S02,VennDiagrams.S02_FiniteExamples,VennDiagrams/S02_FiniteExamples.lean,1254,theorem,pA_in_S_diff_C,VennDiagrams.FiniteExamples.pA_in_S_diff_C,theorem pA_in_S_diff_C :
S02.R122,S02,VennDiagrams.S02_FiniteExamples,VennDiagrams/S02_FiniteExamples.lean,1259,theorem,pB_in_comparisonConditionality,VennDiagrams.FiniteExamples.pB_in_comparisonConditionality,theorem pB_in_comparisonConditionality : comparisonConditionality pB.1 pB.2 := by
S02.R123,S02,VennDiagrams.S02_FiniteExamples,VennDiagrams/S02_FiniteExamples.lean,1270,theorem,pB_not_in_comparisonSufficiency,VennDiagrams.FiniteExamples.pB_not_in_comparisonSufficiency,theorem pB_not_in_comparisonSufficiency :
S02.R124,S02,VennDiagrams.S02_FiniteExamples,VennDiagrams/S02_FiniteExamples.lean,1275,theorem,pB_in_C_diff_S,VennDiagrams.FiniteExamples.pB_in_C_diff_S,theorem pB_in_C_diff_S :
S03.D001,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,21,def,Proportional,VennDiagrams.Proportional,def Proportional {Θ : Type u} (f g : Θ → ℝ) : Prop :=
S03.R001,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,24,theorem,proportional_refl,VennDiagrams.proportional_refl,theorem proportional_refl {Θ : Type u} (f : Θ → ℝ) : Proportional f f := by
S03.R002,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,29,theorem,proportional_symm,VennDiagrams.proportional_symm,theorem proportional_symm {Θ : Type u} {f g : Θ → ℝ}
S03.R003,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,37,theorem,proportional_trans,VennDiagrams.proportional_trans,theorem proportional_trans {Θ : Type u} {f g h : Θ → ℝ}
S03.D002,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,48,def,likelihoodRelation,VennDiagrams.likelihoodRelation,def likelihoodRelation {ι : Type u} {Θ : Type v} (likelihood : ι → Θ → ℝ) :
S03.R004,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,52,theorem,likelihoodRelation_isEquivalence,VennDiagrams.likelihoodRelation_isEquivalence,theorem likelihoodRelation_isEquivalence {ι : Type u} {Θ : Type v}
S03.D003,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,63,def,maximizerSet,VennDiagrams.maximizerSet,def maximizerSet {Θ : Type u} (f : Θ → ℝ) : Set Θ :=
S03.R005,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,66,theorem,maximizerSet_eq_of_proportional,VennDiagrams.maximizerSet_eq_of_proportional,theorem maximizerSet_eq_of_proportional {Θ : Type u} {f g : Θ → ℝ}
S03.D004,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,78,def,maximumLikelihoodProcedure,VennDiagrams.maximumLikelihoodProcedure,def maximumLikelihoodProcedure {ι : Type u} {Θ : Type v}
S03.R006,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,83,theorem,maximumLikelihoodProcedure_preserves_likelihood,VennDiagrams.maximumLikelihoodProcedure_preserves_likelihood,theorem maximumLikelihoodProcedure_preserves_likelihood
S03.D005,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,91,def,posteriorNormalizer,VennDiagrams.posteriorNormalizer,def posteriorNormalizer {Θ : Type u} [Fintype Θ]
S03.D006,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,96,def,posteriorMass,VennDiagrams.posteriorMass,noncomputable def posteriorMass {Θ : Type u} [Fintype Θ]
S03.D007,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,101,def,posteriorProbability,VennDiagrams.posteriorProbability,noncomputable def posteriorProbability {Θ : Type u} [Fintype Θ]
S03.R007,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,105,theorem,posteriorNormalizer_eq_of_proportional,VennDiagrams.posteriorNormalizer_eq_of_proportional,theorem posteriorNormalizer_eq_of_proportional {Θ : Type u} [Fintype Θ]
S03.R008,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,115,theorem,posteriorMass_eq_of_proportional,VennDiagrams.posteriorMass_eq_of_proportional,theorem posteriorMass_eq_of_proportional {Θ : Type u} [Fintype Θ]
S03.R009,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,124,theorem,posteriorProbability_eq_of_proportional,VennDiagrams.posteriorProbability_eq_of_proportional,theorem posteriorProbability_eq_of_proportional {Θ : Type u} [Fintype Θ]
S03.D008,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,134,def,posteriorProcedure,VennDiagrams.posteriorProcedure,noncomputable def posteriorProcedure {ι : Type u} {Θ : Type v} [Fintype Θ]
S03.R010,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,139,theorem,posteriorProcedure_preserves_likelihood,VennDiagrams.posteriorProcedure_preserves_likelihood,theorem posteriorProcedure_preserves_likelihood
S03.D009,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,149,def,positiveRay,VennDiagrams.positiveRay,def positiveRay {Θ : Type u} (f : Θ → ℝ) : Set (Θ → ℝ) :=
S03.R011,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,152,theorem,positiveRay_eq_of_proportional,VennDiagrams.positiveRay_eq_of_proportional,theorem positiveRay_eq_of_proportional {Θ : Type u} {f g : Θ → ℝ}
S03.D010,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,170,def,bayesianInformationProcedure,VennDiagrams.bayesianInformationProcedure,def bayesianInformationProcedure {ι : Type u} {Θ : Type v} {PriorType : Type*}
S03.R012,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,175,theorem,bayesianInformationProcedure_preserves_likelihood,VennDiagrams.bayesianInformationProcedure_preserves_likelihood,theorem bayesianInformationProcedure_preserves_likelihood
S03.R013,S03,VennDiagrams.S03_LikelihoodProcedures,VennDiagrams/S03_LikelihoodProcedures.lean,186,theorem,conditional_factorization_implies_likelihood,VennDiagrams.conditional_factorization_implies_likelihood,theorem conditional_factorization_implies_likelihood
S04.D001,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,29,structure,FiniteModel,VennDiagrams.FiniteModel,structure FiniteModel (Theta : Type u) (X : Type v)
S04.R001,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,37,theorem,finiteProbabilityMeasures_eq_iff_singletonPMF,VennDiagrams.finiteProbabilityMeasures_eq_iff_singletonPMF,theorem finiteProbabilityMeasures_eq_iff_singletonPMF
S04.D002,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,49,def,effectiveSupport,VennDiagrams.effectiveSupport,def effectiveSupport (E : FiniteModel Theta X) : Set X :=
S04.R002,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,52,theorem,mem_effectiveSupport_iff,VennDiagrams.mem_effectiveSupport_iff,@[simp] theorem mem_effectiveSupport_iff (E : FiniteModel Theta X) (x : X) :
S04.R003,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,57,theorem,effectiveSupport_nonempty,VennDiagrams.effectiveSupport_nonempty,theorem effectiveSupport_nonempty (E : FiniteModel Theta X) :
S04.D003,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,73,abbrev,InferenceBase,VennDiagrams.InferenceBase,abbrev InferenceBase (E : FiniteModel Theta X) :=
S04.D004,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,77,instance,inferenceBaseNonempty,VennDiagrams.inferenceBaseNonempty,noncomputable instance inferenceBaseNonempty (E : FiniteModel Theta X) :
S04.D005,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,83,structure,FiniteInferenceBase,VennDiagrams.FiniteInferenceBase,structure FiniteInferenceBase (Theta : Type u) (X : Type v)
S04.D006,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,92,def,likelihood,VennDiagrams.FiniteInferenceBase.likelihood,def likelihood (I : FiniteInferenceBase Theta X) : Theta → ℝ :=
S04.R004,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,95,theorem,exists_likelihood_pos,VennDiagrams.FiniteInferenceBase.exists_likelihood_pos,theorem exists_likelihood_pos (I : FiniteInferenceBase Theta X) :
S04.D007,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,106,def,inducedPMF,VennDiagrams.inducedPMF,noncomputable def inducedPMF (E : FiniteModel Theta X) (T : X → Y)
S04.R005,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,112,theorem,inducedPMF_nonneg,VennDiagrams.inducedPMF_nonneg,theorem inducedPMF_nonneg (E : FiniteModel Theta X) (T : X → Y)
S04.R006,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,119,theorem,inducedPMF_sum_one,VennDiagrams.inducedPMF_sum_one,theorem inducedPMF_sum_one [Fintype Y] (E : FiniteModel Theta X) (T : X → Y)
S04.D008,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,126,def,inducedModel,VennDiagrams.inducedModel,noncomputable def inducedModel [Fintype Y] [Nonempty Y]
S04.D009,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,135,def,Ancillary,VennDiagrams.Ancillary,def Ancillary (E : FiniteModel Theta X) (A : X → Y) : Prop :=
S04.R007,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,138,theorem,ancillary_iff_exists_common_pmf,VennDiagrams.ancillary_iff_exists_common_pmf,theorem ancillary_iff_exists_common_pmf (E : FiniteModel Theta X) (A : X → Y) :
S04.R008,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,148,theorem,inducedPMF_const_eq,VennDiagrams.inducedPMF_const_eq,theorem inducedPMF_const_eq (E : FiniteModel Theta X) (a0 a : Y) (theta : Theta)
S04.R009,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,154,theorem,inducedPMF_const_ne,VennDiagrams.inducedPMF_const_ne,theorem inducedPMF_const_ne (E : FiniteModel Theta X) (a0 a : Y) (theta : Theta)
S04.R010,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,160,theorem,ancillary_const,VennDiagrams.ancillary_const,theorem ancillary_const (E : FiniteModel Theta X) (a0 : Y) :
S04.D010,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,174,def,expectation,VennDiagrams.expectation,def expectation (E : FiniteModel Theta X) (h : X → ℝ) (theta : Theta) : ℝ :=
S04.D011,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,179,def,UnbiasedEstimator,VennDiagrams.UnbiasedEstimator,def UnbiasedEstimator (E : FiniteModel Theta X) (parameter : Theta → ℝ)
S04.D012,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,184,def,unbiasedEstimators,VennDiagrams.unbiasedEstimators,def unbiasedEstimators (E : FiniteModel Theta X) (parameter : Theta → ℝ) :
S04.D013,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,190,def,meanSquaredError,VennDiagrams.meanSquaredError,def meanSquaredError (E : FiniteModel Theta X) (parameter : Theta → ℝ)
S04.R011,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,194,theorem,meanSquaredError_nonneg,VennDiagrams.meanSquaredError_nonneg,theorem meanSquaredError_nonneg (E : FiniteModel Theta X) (parameter : Theta → ℝ)
S04.D014,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,203,def,IsUMVUE,VennDiagrams.IsUMVUE,def IsUMVUE (E : FiniteModel Theta X) (parameter : Theta → ℝ)
S04.D015,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,211,def,umvueCandidates,VennDiagrams.umvueCandidates,def umvueCandidates (E : FiniteModel Theta X) (parameter : Theta → ℝ) :
S04.D016,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,216,def,umvueOutput,VennDiagrams.umvueOutput,def umvueOutput (E : FiniteModel Theta X) (parameter : Theta → ℝ) (x : X) :
S04.R012,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,220,theorem,mem_umvueOutput_iff,VennDiagrams.mem_umvueOutput_iff,@[simp] theorem mem_umvueOutput_iff (E : FiniteModel Theta X)
S04.R013,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,226,theorem,umvueCandidate_unbiased,VennDiagrams.umvueCandidate_unbiased,theorem umvueCandidate_unbiased (E : FiniteModel Theta X)
S04.D017,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,236,def,finiteMaximum,VennDiagrams.finiteMaximum,noncomputable def finiteMaximum {A : Type*} [Fintype A]
S04.R014,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,240,theorem,le_finiteMaximum,VennDiagrams.le_finiteMaximum,theorem le_finiteMaximum {A : Type*} [Fintype A]
S04.R015,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,247,theorem,finiteMaximum_le,VennDiagrams.finiteMaximum_le,theorem finiteMaximum_le {A : Type*} [Fintype A]
S04.R016,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,257,theorem,exists_eq_finiteMaximum,VennDiagrams.exists_eq_finiteMaximum,theorem exists_eq_finiteMaximum {A : Type*} [Fintype A]
S04.R017,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,266,theorem,finiteMaximum_nonneg,VennDiagrams.finiteMaximum_nonneg,theorem finiteMaximum_nonneg {A : Type*} [Fintype A]
S04.R018,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,274,theorem,maximizerSet_nonempty_of_finite,VennDiagrams.maximizerSet_nonempty_of_finite,theorem maximizerSet_nonempty_of_finite (f : Theta → ℝ) :
S04.D018,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,286,structure,ParameterPartition,VennDiagrams.ParameterPartition,structure ParameterPartition (Theta : Type u) [Fintype Theta] where
S04.R019,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,297,theorem,mem_null_or_alternative,VennDiagrams.ParameterPartition.mem_null_or_alternative,theorem mem_null_or_alternative (P : ParameterPartition Theta) (theta : Theta) :
S04.R020,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,302,theorem,not_mem_alternative_of_mem_null,VennDiagrams.ParameterPartition.not_mem_alternative_of_mem_null,theorem not_mem_alternative_of_mem_null (P : ParameterPartition Theta) {theta : Theta}
S04.D019,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,309,def,maxLikelihoodOn,VennDiagrams.maxLikelihoodOn,noncomputable def maxLikelihoodOn (E : FiniteModel Theta X) (H : Finset Theta)
S04.R021,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,313,theorem,maxLikelihoodOn_nonneg,VennDiagrams.maxLikelihoodOn_nonneg,theorem maxLikelihoodOn_nonneg (E : FiniteModel Theta X) (H : Finset Theta)
S04.D020,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,321,def,extendedLikelihoodRatio,VennDiagrams.extendedLikelihoodRatio,noncomputable def extendedLikelihoodRatio (E : FiniteModel Theta X)
S04.R022,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,327,theorem,extendedLikelihoodRatio_zero_zero,VennDiagrams.extendedLikelihoodRatio_zero_zero,theorem extendedLikelihoodRatio_zero_zero (E : FiniteModel Theta X)
S04.R023,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,334,theorem,extendedLikelihoodRatio_pos_div_zero,VennDiagrams.extendedLikelihoodRatio_pos_div_zero,theorem extendedLikelihoodRatio_pos_div_zero (E : FiniteModel Theta X)
S04.R024,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,343,theorem,extendedLikelihoodRatio_of_denominator_pos,VennDiagrams.extendedLikelihoodRatio_of_denominator_pos,theorem extendedLikelihoodRatio_of_denominator_pos (E : FiniteModel Theta X)
S04.D021,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,355,def,lowerTailRegion,VennDiagrams.lowerTailRegion,noncomputable def lowerTailRegion (E : FiniteModel Theta X)
S04.R025,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,362,theorem,mem_lowerTailRegion_iff,VennDiagrams.mem_lowerTailRegion_iff,@[simp] theorem mem_lowerTailRegion_iff (E : FiniteModel Theta X)
S04.R026,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,369,theorem,observed_mem_lowerTailRegion,VennDiagrams.observed_mem_lowerTailRegion,theorem observed_mem_lowerTailRegion (E : FiniteModel Theta X)
S04.D022,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,374,def,lowerTailProbability,VennDiagrams.lowerTailProbability,noncomputable def lowerTailProbability (E : FiniteModel Theta X)
S04.R027,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,378,theorem,lowerTailProbability_nonneg,VennDiagrams.lowerTailProbability_nonneg,theorem lowerTailProbability_nonneg (E : FiniteModel Theta X)
S04.R028,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,384,theorem,lowerTailProbability_le_one,VennDiagrams.lowerTailProbability_le_one,theorem lowerTailProbability_le_one (E : FiniteModel Theta X)
S04.D023,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,395,def,lowerTailLRPValue,VennDiagrams.lowerTailLRPValue,noncomputable def lowerTailLRPValue (E : FiniteModel Theta X)
S04.R029,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,401,theorem,lowerTailLRPValue_mem_Icc,VennDiagrams.lowerTailLRPValue_mem_Icc,theorem lowerTailLRPValue_mem_Icc (E : FiniteModel Theta X)
S04.R030,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,412,theorem,lowerTailLRPValue_nonneg,VennDiagrams.lowerTailLRPValue_nonneg,theorem lowerTailLRPValue_nonneg (E : FiniteModel Theta X)
S04.R031,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,417,theorem,lowerTailLRPValue_le_one,VennDiagrams.lowerTailLRPValue_le_one,theorem lowerTailLRPValue_le_one (E : FiniteModel Theta X)
S04.R032,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,424,theorem,lowerTailLRPValue_superuniform,VennDiagrams.lowerTailLRPValue_superuniform,theorem lowerTailLRPValue_superuniform (E : FiniteModel Theta X)
S04.R033,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,450,theorem,lowerTailLRPValue_strict_rejection_bound,VennDiagrams.lowerTailLRPValue_strict_rejection_bound,theorem lowerTailLRPValue_strict_rejection_bound (E : FiniteModel Theta X)
S04.R034,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,471,theorem,posteriorNormalizer_pos_of_positive_prior,VennDiagrams.posteriorNormalizer_pos_of_positive_prior,theorem posteriorNormalizer_pos_of_positive_prior (E : FiniteModel Theta X)
S04.R035,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,483,theorem,posteriorNormalizer_ne_zero_of_positive_prior,VennDiagrams.posteriorNormalizer_ne_zero_of_positive_prior,theorem posteriorNormalizer_ne_zero_of_positive_prior (E : FiniteModel Theta X)
S04.R036,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,489,theorem,posteriorMass_nonneg_of_positive_prior,VennDiagrams.posteriorMass_nonneg_of_positive_prior,theorem posteriorMass_nonneg_of_positive_prior (E : FiniteModel Theta X)
S04.R037,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,500,theorem,sum_posteriorMass_eq_one,VennDiagrams.sum_posteriorMass_eq_one,theorem sum_posteriorMass_eq_one (likelihood prior : Theta → ℝ)
S04.R038,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,509,theorem,posteriorProbability_mem_Icc_of_positive_prior,VennDiagrams.posteriorProbability_mem_Icc_of_positive_prior,theorem posteriorProbability_mem_Icc_of_positive_prior
S04.R039,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,532,theorem,posteriorProbability_mem_Icc_of_nonnegative_prior,VennDiagrams.posteriorProbability_mem_Icc_of_nonnegative_prior,theorem posteriorProbability_mem_Icc_of_nonnegative_prior
S04.R040,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,555,theorem,FiniteInferenceBase.posteriorNormalizer_pos,VennDiagrams.FiniteInferenceBase.posteriorNormalizer_pos,theorem FiniteInferenceBase.posteriorNormalizer_pos
S04.D024,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,565,def,coverageProbability,VennDiagrams.coverageProbability,noncomputable def coverageProbability (E : FiniteModel Theta X)
S04.R041,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,574,theorem,coverageProbability_eq_sum_indicator,VennDiagrams.coverageProbability_eq_sum_indicator,theorem coverageProbability_eq_sum_indicator (E : FiniteModel Theta X)
S04.R042,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,581,theorem,coverageProbability_nonneg,VennDiagrams.coverageProbability_nonneg,theorem coverageProbability_nonneg (E : FiniteModel Theta X)
S04.R043,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,587,theorem,coverageProbability_le_one,VennDiagrams.coverageProbability_le_one,theorem coverageProbability_le_one (E : FiniteModel Theta X)
S04.D025,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,599,def,HasCoverage,VennDiagrams.HasCoverage,def HasCoverage (E : FiniteModel Theta X) (alpha : ℝ)
S04.R044,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,603,theorem,coverageProbability_full,VennDiagrams.coverageProbability_full,theorem coverageProbability_full (E : FiniteModel Theta X) (theta : Theta) :
S04.R045,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,610,theorem,fullConfidenceRegion_hasCoverage,VennDiagrams.fullConfidenceRegion_hasCoverage,theorem fullConfidenceRegion_hasCoverage (E : FiniteModel Theta X)
S04.D026,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,620,def,confidenceProcedure,VennDiagrams.confidenceProcedure,noncomputable def confidenceProcedure (alpha : ℝ) :
S04.R046,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,625,theorem,mem_output_confidenceProcedure_iff,VennDiagrams.mem_output_confidenceProcedure_iff,@[simp] theorem mem_output_confidenceProcedure_iff (alpha : ℝ)
S04.R047,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,632,theorem,confidenceProcedure_output_nonempty,VennDiagrams.confidenceProcedure_output_nonempty,theorem confidenceProcedure_output_nonempty {alpha : ℝ} (halpha : 0 ≤ alpha)
S04.D027,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,641,def,productProcedure,VennDiagrams.productProcedure,def productProcedure {I : Type*} {A : Type*} {B : Type*}
S04.R048,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,645,theorem,output_productProcedure,VennDiagrams.output_productProcedure,@[simp] theorem output_productProcedure {I : Type*} {A : Type*} {B : Type*}
S04.R049,S04,VennDiagrams.S04_StatisticalPrimitives,VennDiagrams/S04_StatisticalPrimitives.lean,652,theorem,productProcedure_preserves,VennDiagrams.productProcedure_preserves,theorem productProcedure_preserves {I : Type*} {A : Type*} {B : Type*}
